TAHUN,SUBJEK,UNIT,TAJUK,SK,SP,,TEMA,TAJUK/KEMAHIRAN/NILAITERAS
Program Khas,PROGRAM SEKOLAH,-,PEMBUKAAN SEKOLAH,-,-,,-,-
Murid Ceria Guru Bahagia,PROGRAM SEKOLAH,,Murid Ceria Guru Bahagia,,,,,
Murid Ceria Guru Bahagia,PROGRAM SEKOLAH,,Murid Ceria Guru Bahagia,,,,,
Program Khas,PROGRAM SEKOLAH,-,PROGRAM KHAS,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI - PENGGAL 1,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI - PENGGAL 2,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI AKHIR TAHUN,-,-,,-,-
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PERSEKITARAN LAIN,2.11 Persekitaran Lain Mengenalpasti dan menyatakan perbezaan persekitaran lain. bandar‚ kampung‚ kedai‚ kuil‚ pasar‚ pejabat‚ rumah‚ surau,2.2 Memperluaskan perbendaharaan kata secara umum.,,,PERSEKITARAN LAIN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PERSEKITARAN LAIN,2.11 Persekitaran Lain Mengenalpasti dan menyatakan perbezaan persekitaran lain. bandar‚ kampung‚ kedai‚ kuil‚ pasar‚ pejabat‚ rumah‚ surau,2.3 Membentuk frasa asas bahasa melayu dari isyarat atau kod.,,,PERSEKITARAN LAIN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PERSEKITARAN LAIN,2.11 Persekitaran Lain Mengenalpasti dan menyatakan perbezaan persekitaran lain. bandar‚ kampung‚ kedai‚ kuil‚ pasar‚ pejabat‚ rumah‚ surau,3.4 Bercerita dengan menggunakan ayat mudah secara isyarat atau lisan.,,,PERSEKITARAN LAIN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PERSEKITARAN LAIN,2.11 Persekitaran Lain Mengenalpasti dan menyatakan perbezaan persekitaran lain. bandar‚ kampung‚ kedai‚ kuil‚ pasar‚ pejabat‚ rumah‚ surau,3.5 Bercerita dengan menggunakan ayat-ayat kompleks secara lisan atau isyarat,,,PERSEKITARAN LAIN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA KERJA,2.12 Kata Kerja Memahami dan mengaplikasikan kata kerja dalam komunikasi harian. ajar‚ baca‚ baris‚ belajar‚ berjalan‚ berlari‚ buat‚ cari‚ cuci‚ lihat‚ makan‚ mandi‚ masak‚ pakai‚ pilih‚ rehat‚ salam‚ sapu‚ ucap‚ tidur‚ tipu‚ tolong‚ masuk‚ duduk‚ keluar‚ berdiri.,1.2 Membezakan apa yang dilihat atau dirangsang.,,,KATA KERJA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA KERJA,2.12 Kata Kerja Memahami dan mengaplikasikan kata kerja dalam komunikasi harian. ajar‚ baca‚ baris‚ belajar‚ berjalan‚ berlari‚ buat‚ cari‚ cuci‚ lihat‚ makan‚ mandi‚ masak‚ pakai‚ pilih‚ rehat‚ salam‚ sapu‚ ucap‚ tidur‚ tipu‚ tolong‚ masuk‚ duduk‚ keluar‚ berdiri.,1.3 Meniru pergerakan tangan yang dilakukan oleh guru atau rakan.,,,KATA KERJA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA KERJA,2.12 Kata Kerja Memahami dan mengaplikasikan kata kerja dalam komunikasi harian. ajar‚ baca‚ baris‚ belajar‚ berjalan‚ berlari‚ buat‚ cari‚ cuci‚ lihat‚ makan‚ mandi‚ masak‚ pakai‚ pilih‚ rehat‚ salam‚ sapu‚ ucap‚ tidur‚ tipu‚ tolong‚ masuk‚ duduk‚ keluar‚ berdiri.,1.4 Membentuk isyarat dan kod dengan tepat.,,,KATA KERJA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA KERJA,2.12 Kata Kerja Memahami dan mengaplikasikan kata kerja dalam komunikasi harian. ajar‚ baca‚ baris‚ belajar‚ berjalan‚ berlari‚ buat‚ cari‚ cuci‚ lihat‚ makan‚ mandi‚ masak‚ pakai‚ pilih‚ rehat‚ salam‚ sapu‚ ucap‚ tidur‚ tipu‚ tolong‚ masuk‚ duduk‚ keluar‚ berdiri.,2.1 Menyatakan dan melakukan apa yang diisyarat.,,,KATA KERJA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA KERJA,2.12 Kata Kerja Memahami dan mengaplikasikan kata kerja dalam komunikasi harian. ajar‚ baca‚ baris‚ belajar‚ berjalan‚ berlari‚ buat‚ cari‚ cuci‚ lihat‚ makan‚ mandi‚ masak‚ pakai‚ pilih‚ rehat‚ salam‚ sapu‚ ucap‚ tidur‚ tipu‚ tolong‚ masuk‚ duduk‚ keluar‚ berdiri.,2.2 Memperluaskan perbendaharaan kata secara umum.,,,KATA KERJA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA KERJA,2.12 Kata Kerja Memahami dan mengaplikasikan kata kerja dalam komunikasi harian. ajar‚ baca‚ baris‚ belajar‚ berjalan‚ berlari‚ buat‚ cari‚ cuci‚ lihat‚ makan‚ mandi‚ masak‚ pakai‚ pilih‚ rehat‚ salam‚ sapu‚ ucap‚ tidur‚ tipu‚ tolong‚ masuk‚ duduk‚ keluar‚ berdiri.,3.2 Berkomunikasi dengan menggunakan pola ayat yang mudah dan betul.,,,KATA KERJA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,MAKANAN DAN MINUMAN,2.13 Makanan dan Minuman Mengenalpasti dan menamakan jenis makanan dan minuman biskut‚ kopi‚ mi‚ kuih‚ nasi‚ roti‚ susu‚ teh.,1.1 Melihat dan mengecam apa yang dilihat.,,,MAKANAN DAN MINUMAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,MAKANAN DAN MINUMAN,2.13 Makanan dan Minuman Mengenalpasti dan menamakan jenis makanan dan minuman biskut‚ kopi‚ mi‚ kuih‚ nasi‚ roti‚ susu‚ teh.,1.4 Membentuk isyarat dan kod dengan tepat.,,,MAKANAN DAN MINUMAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,MAKANAN DAN MINUMAN,2.13 Makanan dan Minuman Mengenalpasti dan menamakan jenis makanan dan minuman biskut‚ kopi‚ mi‚ kuih‚ nasi‚ roti‚ susu‚ teh.,2.1 Menyatakan dan melakukan apa yang diisyarat.,,,MAKANAN DAN MINUMAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,MAKANAN DAN MINUMAN,2.13 Makanan dan Minuman Mengenalpasti dan menamakan jenis makanan dan minuman biskut‚ kopi‚ mi‚ kuih‚ nasi‚ roti‚ susu‚ teh.,2.5 Kemahiran dalam bentuk pola ayat bagi meningkatkan pemahaman dan penguasaan Bahasa Melayu,,,MAKANAN DAN MINUMAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,MAKANAN DAN MINUMAN,2.13 Makanan dan Minuman Mengenalpasti dan menamakan jenis makanan dan minuman biskut‚ kopi‚ mi‚ kuih‚ nasi‚ roti‚ susu‚ teh.,3.1 Menguasai kemahiran membina ayat kompleks,,,MAKANAN DAN MINUMAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,WARNA,2.14 Warna Mengenalpasti dan menamakan warna kuning‚ biru‚ merah‚ hitam‚ putih‚ warna,1.2 Membezakan apa yang dilihat atau dirangsang.,,,WARNA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,WARNA,2.14 Warna Mengenalpasti dan menamakan warna kuning‚ biru‚ merah‚ hitam‚ putih‚ warna,1.3 Meniru pergerakan tangan yang dilakukan oleh guru atau rakan.,,,WARNA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,WARNA,2.14 Warna Mengenalpasti dan menamakan warna kuning‚ biru‚ merah‚ hitam‚ putih‚ warna,2.1 Menyatakan dan melakukan apa yang diisyarat.,,,WARNA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,WARNA,2.14 Warna Mengenalpasti dan menamakan warna kuning‚ biru‚ merah‚ hitam‚ putih‚ warna,2.2 Memperluaskan perbendaharaan kata secara umum.,,,WARNA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,WARNA,2.14 Warna Mengenalpasti dan menamakan warna kuning‚ biru‚ merah‚ hitam‚ putih‚ warna,3.6 Bercerita secara bebas secara isyarat atau lisan.,,,WARNA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,UKURAN,2.15 Ukuran Mengenal‚ memahami dan menyatakan kuantiti/ukuran. banyak‚ sedikit‚ besar‚ kecil‚ panjang‚ pendek.,1.2 Membezakan apa yang dilihat atau dirangsang.,,,UKURAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,UKURAN,2.15 Ukuran Mengenal‚ memahami dan menyatakan kuantiti/ukuran. banyak‚ sedikit‚ besar‚ kecil‚ panjang‚ pendek.,1.3 Meniru pergerakan tangan yang dilakukan oleh guru atau rakan.,,,UKURAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,UKURAN,2.15 Ukuran Mengenal‚ memahami dan menyatakan kuantiti/ukuran. banyak‚ sedikit‚ besar‚ kecil‚ panjang‚ pendek.,2.1 Menyatakan dan melakukan apa yang diisyarat.,,,UKURAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,UKURAN,2.15 Ukuran Mengenal‚ memahami dan menyatakan kuantiti/ukuran. banyak‚ sedikit‚ besar‚ kecil‚ panjang‚ pendek.,2.3 Membentuk frasa asas bahasa melayu dari isyarat atau kod.,,,UKURAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,UKURAN,2.15 Ukuran Mengenal‚ memahami dan menyatakan kuantiti/ukuran. banyak‚ sedikit‚ besar‚ kecil‚ panjang‚ pendek.,3.3 Mengisyarat/ mengkod secara kreatif.,,,UKURAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,UKURAN,2.15 Ukuran Mengenal‚ memahami dan menyatakan kuantiti/ukuran. banyak‚ sedikit‚ besar‚ kecil‚ panjang‚ pendek.,3.4 Bercerita dengan menggunakan ayat mudah secara isyarat atau lisan,,,UKURAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BAHAGIAN TUBUH,2.16 Bahagian Tubuh Mengenali dan menamakan bahagian anggota tubuh manusia. dada‚ kaki‚ kepala‚ leher‚ muka‚ punggung‚ tangan.,1.1 Melihat dan mengecam apa yang dilihat.,,,BAHAGIAN TUBUH
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BAHAGIAN TUBUH,2.16 Bahagian Tubuh Mengenali dan menamakan bahagian anggota tubuh manusia. dada‚ kaki‚ kepala‚ leher‚ muka‚ punggung‚ tangan.,1.2 Membezakan apa yang dilihat atau dirangsang.,,,BAHAGIAN TUBUH
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BAHAGIAN TUBUH,2.16 Bahagian Tubuh Mengenali dan menamakan bahagian anggota tubuh manusia. dada‚ kaki‚ kepala‚ leher‚ muka‚ punggung‚ tangan.,2.1 Menyatakan dan melakukan apa yang diisyarat.,,,BAHAGIAN TUBUH
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BAHAGIAN TUBUH,2.16 Bahagian Tubuh Mengenali dan menamakan bahagian anggota tubuh manusia. dada‚ kaki‚ kepala‚ leher‚ muka‚ punggung‚ tangan.,2.4 Memperkembangkan kemahiran membentuk frasa dan klausa.,,,BAHAGIAN TUBUH
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BAHAGIAN TUBUH,2.16 Bahagian Tubuh Mengenali dan menamakan bahagian anggota tubuh manusia. dada‚ kaki‚ kepala‚ leher‚ muka‚ punggung‚ tangan.,3.2 Berkomunikasi dengan menggunakan pola ayat yang mudah dan betul.,,,BAHAGIAN TUBUH
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BAHAGIAN TUBUH,2.16 Bahagian Tubuh Mengenali dan menamakan bahagian anggota tubuh manusia. dada‚ kaki‚ kepala‚ leher‚ muka‚ punggung‚ tangan.,3.5 Bercerita dengan menggunakan ayat-ayat kompleks secara lisan atau isyarat,,,BAHAGIAN TUBUH
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PAKAIAN,2.17 Pakaian Mengenal dan membezakan pelbagai jenis pakaian. baju‚ kasut‚ seluar‚ singlet‚ stoking‚ tali pinggang,1.1 Melihat dan mengecam apa yang dilihat.,,,PAKAIAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PAKAIAN,2.17 Pakaian Mengenal dan membezakan pelbagai jenis pakaian. baju‚ kasut‚ seluar‚ singlet‚ stoking‚ tali pinggang,1.4 Membentuk isyarat dan kod dengan tepat.,,,PAKAIAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PAKAIAN,2.17 Pakaian Mengenal dan membezakan pelbagai jenis pakaian. baju‚ kasut‚ seluar‚ singlet‚ stoking‚ tali pinggang,2.3 Membentuk frasa asas bahasa melayu dari isyarat atau kod.,,,PAKAIAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PAKAIAN,2.17 Pakaian Mengenal dan membezakan pelbagai jenis pakaian. baju‚ kasut‚ seluar‚ singlet‚ stoking‚ tali pinggang,2.4 Memperkembangkan kemahiran membentuk frasa dan klausa.,,,PAKAIAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PAKAIAN,2.17 Pakaian Mengenal dan membezakan pelbagai jenis pakaian. baju‚ kasut‚ seluar‚ singlet‚ stoking‚ tali pinggang,3.2 Berkomunikasi dengan menggunakan pola ayat yang mudah dan betul.,,,PAKAIAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PAKAIAN,2.17 Pakaian Mengenal dan membezakan pelbagai jenis pakaian. baju‚ kasut‚ seluar‚ singlet‚ stoking‚ tali pinggang,3.3 Mengisyarat/ mengkod secara kreatif.,,,PAKAIAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA ADJEKTIF,2.18 Kata Adjektif Memahami‚ mengisyarat dan menggunakan kata adjektif dalam ayat. malas‚ rajin‚ bersih‚ kotor‚ kecil‚ besar‚ panas‚ sejuk,1.3 Meniru pergerakan tangan yang dilakukan oleh guru atau rakan.,,,KATA ADJEKTIF
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA ADJEKTIF,2.18 Kata Adjektif Memahami‚ mengisyarat dan menggunakan kata adjektif dalam ayat. malas‚ rajin‚ bersih‚ kotor‚ kecil‚ besar‚ panas‚ sejuk,1.4 Membentuk isyarat dan kod dengan tepat.,,,KATA ADJEKTIF
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA ADJEKTIF,2.18 Kata Adjektif Memahami‚ mengisyarat dan menggunakan kata adjektif dalam ayat. malas‚ rajin‚ bersih‚ kotor‚ kecil‚ besar‚ panas‚ sejuk,2.3 Membentuk frasa asas bahasa melayu dari isyarat atau kod.,,,KATA ADJEKTIF
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA ADJEKTIF,2.18 Kata Adjektif Memahami‚ mengisyarat dan menggunakan kata adjektif dalam ayat. malas‚ rajin‚ bersih‚ kotor‚ kecil‚ besar‚ panas‚ sejuk,2.4 Memperkembangkan kemahiran membentuk frasa dan klausa.,,,KATA ADJEKTIF
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA ADJEKTIF,2.18 Kata Adjektif Memahami‚ mengisyarat dan menggunakan kata adjektif dalam ayat. malas‚ rajin‚ bersih‚ kotor‚ kecil‚ besar‚ panas‚ sejuk,3.2 Berkomunikasi dengan menggunakan pola ayat yang mudah dan betul.,,,KATA ADJEKTIF
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KATA ADJEKTIF,2.18 Kata Adjektif Memahami‚ mengisyarat dan menggunakan kata adjektif dalam ayat. malas‚ rajin‚ bersih‚ kotor‚ kecil‚ besar‚ panas‚ sejuk,3.5 Bercerita dengan menggunakan ayat-ayat kompleks secara lisan atau isyarat,,,KATA ADJEKTIF
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BENTUK,2.19 Bentuk Mengenal dan memperihal pelbagai rupa dan bentuk. bulat‚ segi empat‚ segi tiga.,1.2 Membezakan apa yang dilihat atau dirangsang.,,,BENTUK
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BENTUK,2.19 Bentuk Mengenal dan memperihal pelbagai rupa dan bentuk. bulat‚ segi empat‚ segi tiga.,1.3 Meniru pergerakan tangan yang dilakukan oleh guru atau rakan.,,,BENTUK
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BENTUK,2.19 Bentuk Mengenal dan memperihal pelbagai rupa dan bentuk. bulat‚ segi empat‚ segi tiga.,2.1 Menyatakan dan melakukan apa yang diisyarat.,,,BENTUK
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BENTUK,2.19 Bentuk Mengenal dan memperihal pelbagai rupa dan bentuk. bulat‚ segi empat‚ segi tiga.,2.3 Membentuk frasa asas bahasa melayu dari isyarat atau kod.,,,BENTUK
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BENTUK,2.19 Bentuk Mengenal dan memperihal pelbagai rupa dan bentuk. bulat‚ segi empat‚ segi tiga.,3.3 Mengisyarat/ mengkod secara kreatif.,,,BENTUK
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BENTUK,2.19 Bentuk Mengenal dan memperihal pelbagai rupa dan bentuk. bulat‚ segi empat‚ segi tiga.,3.4 Bercerita dengan menggunakan ayat mudah secara isyarat atau lisan.,,,BENTUK
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KAUM‚ NEGERI DAN AGAMA,2.20 Kaum‚ Negeri dan Agama Mengenali bangsa dan agama masyarakat di Malaysia. Melayu‚ Cina‚ India‚ Islam‚ Buddha‚ Hindu,1.1 Melihat dan mengecam apa yang dilihat.,,,KAUM‚ NEGERI DAN AGAMA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KAUM‚ NEGERI DAN AGAMA,2.20 Kaum‚ Negeri dan Agama Mengenali bangsa dan agama masyarakat di Malaysia. Melayu‚ Cina‚ India‚ Islam‚ Buddha‚ Hindu,1.4 Membentuk isyarat dan kod dengan tepat.,,,KAUM‚ NEGERI DAN AGAMA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KAUM‚ NEGERI DAN AGAMA,2.20 Kaum‚ Negeri dan Agama Mengenali bangsa dan agama masyarakat di Malaysia. Melayu‚ Cina‚ India‚ Islam‚ Buddha‚ Hindu,2.1 Menyatakan dan melakukan apa yang diisyarat.,,,KAUM‚ NEGERI DAN AGAMA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KAUM‚ NEGERI DAN AGAMA,2.20 Kaum‚ Negeri dan Agama Mengenali bangsa dan agama masyarakat di Malaysia. Melayu‚ Cina‚ India‚ Islam‚ Buddha‚ Hindu,2.5 Kemahiran dalam membentuk pola ayat bagi meningkatkan pemahaman dan penguasaan Bahasa Melayu.,,,KAUM‚ NEGERI DAN AGAMA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,KAUM‚ NEGERI DAN AGAMA,2.20 Kaum‚ Negeri dan Agama Mengenali bangsa dan agama masyarakat di Malaysia. Melayu‚ Cina‚ India‚ Islam‚ Buddha‚ Hindu,3.1 Menguasai kemahiran membina ayat kompleks.,,,KAUM‚ NEGERI DAN AGAMA
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PERAYAAN,2.21 Perayaan Mengenal dan menamakan perayaan di Malaysia. Hari Raya‚ Tahun Baru Cina‚ Deepavali,1.3 Meniru pergerakan tangan yang dilakukan oleh guru atau rakan.,,,PERAYAAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PERAYAAN,2.21 Perayaan Mengenal dan menamakan perayaan di Malaysia. Hari Raya‚ Tahun Baru Cina‚ Deepavali,1.4 Membentuk isyarat dan kod dengan tepat.,,,PERAYAAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PERAYAAN,2.21 Perayaan Mengenal dan menamakan perayaan di Malaysia. Hari Raya‚ Tahun Baru Cina‚ Deepavali,2.2 Memperluaskan perbendaharaan kata secara umum.,,,PERAYAAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PERAYAAN,2.21 Perayaan Mengenal dan menamakan perayaan di Malaysia. Hari Raya‚ Tahun Baru Cina‚ Deepavali,2.3 Membentuk frasa asas bahasa melayu dari isyarat atau kod.,,,PERAYAAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PERAYAAN,2.21 Perayaan Mengenal dan menamakan perayaan di Malaysia. Hari Raya‚ Tahun Baru Cina‚ Deepavali,3.4 Bercerita dengan menggunakan ayat mudah secara isyarat atau lisan.,,,PERAYAAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,PERAYAAN,2.21 Perayaan Mengenal dan menamakan perayaan di Malaysia. Hari Raya‚ Tahun Baru Cina‚ Deepavali,3.5 Bercerita dengan menggunakan ayat-ayat kompleks secara lisan atau  isyarat,,,PERAYAAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,HAIWAN,2.22 Haiwan Mengenal dan menamakan pelbagai jenis haiwan ayam‚ kucing‚ lembu‚ kambing‚ ikan‚ udang‚ sotong,1.3 Meniru pergerakan tangan yang dilakukan oleh guru atau rakan.,,,HAIWAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,HAIWAN,2.22 Haiwan Mengenal dan menamakan pelbagai jenis haiwan ayam‚ kucing‚ lembu‚ kambing‚ ikan‚ udang‚ sotong,1.4 Membentuk isyarat dan kod dengan tepat.,,,HAIWAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,HAIWAN,2.22 Haiwan Mengenal dan menamakan pelbagai jenis haiwan ayam‚ kucing‚ lembu‚ kambing‚ ikan‚ udang‚ sotong,2.2 Memperluaskan perbendaharaan kata secara umum.,,,HAIWAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,HAIWAN,2.22 Haiwan Mengenal dan menamakan pelbagai jenis haiwan ayam‚ kucing‚ lembu‚ kambing‚ ikan‚ udang‚ sotong,2.3 Membentuk frasa asas bahasa melayu dari isyarat atau kod.,,,HAIWAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,HAIWAN,2.22 Haiwan Mengenal dan menamakan pelbagai jenis haiwan ayam‚ kucing‚ lembu‚ kambing‚ ikan‚ udang‚ sotong,3.4 Bercerita dengan menggunakan ayat mudah secara isyarat atau lisan.,,,HAIWAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,HAIWAN,2.22 Haiwan Mengenal dan menamakan pelbagai jenis haiwan ayam‚ kucing‚ lembu‚ kambing‚ ikan‚ udang‚ sotong,3.5 Bercerita dengan menggunakan ayat-ayat kompleks secara lisan atau isyarat,,,HAIWAN
PENGUKUHAN,BAHASA ISYARAT KOMUNIKASI (PENDENGARAN),BIDANG 2 - KEMAHIRAN VISUAL,BUAH-BUAHAN,2.23 Buah-buahan Mengenal dan menamakan pelbagai jenis buah- buahan. betik‚ ciku‚ epal‚ jambu ‚ pisang‚ limau‚ tembikai‚ oren,1.1 Melihat dan mengecam apa yang dilihat.,,,BUAH-BUAHAN
